Claves_de_cobertura,Descripciones_de_cobertura,Tipos_de_cobertura_geográfica
	08002,"Aldama","Municipio"
	08003,"Allende","Municipio"
	08004,"Aquiles Serdán","Municipio"
	08005,"Ascensión","Municipio"
	08006,"Bachíniva","Municipio"
	08007,"Balleza","Municipio"
	08008,"Batopilas","Municipio"
	08009,"Bocoyna","Municipio"
	08010,"Buenaventura","Municipio"
	08011,"Camargo","Municipio"
	08012,"Carichí","Municipio"
	08013,"Casas Grandes","Municipio"
	08014,"Coronado","Municipio"
	08015,"Coyame del Sotol","Municipio"
	08016,"La Cruz","Municipio"
	08017,"Cuauhtémoc","Municipio"
	08018,"Cusihuiriachi","Municipio"
	08019,"Chihuahua","Municipio"
	080190001,"Chihuahua","Ciudad"
	08020,"Chínipas","Municipio"
	08021,"Delicias","Municipio"
	08022,"Dr. Belisario Domínguez","Municipio"
	08023,"Galeana","Municipio"
	08024,"Santa Isabel","Municipio"
	08025,"Gómez Farías","Municipio"
	08026,"Gran Morelos","Municipio"
	08027,"Guachochi","Municipio"
	08028,"Guadalupe","Municipio"
	08029,"Guadalupe y Calvo","Municipio"
	08030,"Guazapares","Municipio"
	08031,"Guerrero","Municipio"
	08032,"Hidalgo del Parral","Municipio"
	08033,"Huejotitán","Municipio"
	08034,"Ignacio Zaragoza","Municipio"
	08035,"Janos","Municipio"
	08036,"Jiménez","Municipio"
	08037,"Juárez","Municipio"
	080370001,"Juárez","Ciudad"
	08038,"Julimes","Municipio"
	08039,"López","Municipio"
	08040,"Madera","Municipio"
	08041,"Maguarichi","Municipio"
	08042,"Manuel Benavides","Municipio"
	08043,"Matachí","Municipio"
	08044,"Matamoros","Municipio"
	08045,"Meoqui","Municipio"
	08046,"Morelos","Municipio"
	08047,"Moris","Municipio"
	08048,"Namiquipa","Municipio"
	08049,"Nonoava","Municipio"
	08050,"Nuevo Casas Grandes","Municipio"
	08051,"Ocampo","Municipio"
	08052,"Ojinaga","Municipio"
	08053,"Praxedis G. Guerrero","Municipio"
	08054,"Riva Palacio","Municipio"
	08055,"Rosales","Municipio"
	08056,"Rosario","Municipio"
	08057,"San Francisco de Borja","Municipio"
	08058,"San Francisco de Conchos","Municipio"
	08059,"San Francisco del Oro","Municipio"
	08060,"Santa Bárbara","Municipio"
	08061,"Satevó","Municipio"
	08062,"Saucillo","Municipio"
	08063,"Temósachic","Municipio"
	08064,"El Tule","Municipio"
	08065,"Urique","Municipio"
	08066,"Uruachi","Municipio"
	08067,"Valle de Zaragoza","Municipio"
	09,"Ciudad de México","Entidad Federativa"
	090019013,"Zona Metropolitana del Valle de México","Ciudad"
	09002,"Azcapotzalco","Municipio"
	09003,"Coyoacán","Municipio"
	09004,"Cuajimalpa de Morelos","Municipio"
	09005,"Gustavo A. Madero","Municipio"
	09006,"Iztacalco","Municipio"
	09007,"Iztapalapa","Municipio"
	09008,"La Magdalena Contreras","Municipio"
	09009,"Milpa Alta","Municipio"
	09010,"Álvaro Obregón","Municipio"
	09011,"Tláhuac","Municipio"
	09012,"Tlalpan","Municipio"
	09013,"Xochimilco","Municipio"
	09014,"Benito Juárez","Municipio"
	09015,"Cuauhtémoc","Municipio"
	09016,"Miguel Hidalgo","Municipio"
	09017,"Venustiano Carranza","Municipio"
	10,"Durango","Entidad Federativa"
	10001,"Canatlán","Municipio"
	10002,"Canelas","Municipio"
	10003,"Coneto de Comonfort","Municipio"
	10004,"Cuencamé","Municipio"
	10005,"Durango","Municipio"
	100050001,"Durango","Ciudad"
	10006,"General Simón Bolívar","Municipio"
	10007,"Gómez Palacio","Municipio"
	10008,"Guadalupe Victoria","Municipio"
	10009,"Guanaceví","Municipio"
	10010,"Hidalgo","Municipio"
	10011,"Indé","Municipio"
	10012,"Lerdo","Municipio"
	10013,"Mapimí","Municipio"
	10014,"Mezquital","Municipio"
	10015,"Nazas","Municipio"
	10016,"Nombre de Dios","Municipio"
	10017,"Ocampo","Municipio"
	10018,"El Oro","Municipio"
	10019,"Otáez","Municipio"
	10020,"Pánuco de Coronado","Municipio"
	10021,"Peñón Blanco","Municipio"
	10022,"Poanas","Municipio"
	10023,"Pueblo Nuevo","Municipio"
	10024,"Rodeo","Municipio"
	10025,"San Bernardo","Municipio"
	10026,"San Dimas","Municipio"
	10027,"San Juan de Guadalupe","Municipio"
	10028,"San Juan del Río","Municipio"
	10029,"San Luis del Cordero","Municipio"
	10030,"San Pedro del Gallo","Municipio"
	10031,"Santa Clara","Municipio"
	10032,"Santiago Papasquiaro","Municipio"
	10033,"Súchil","Municipio"
	10034,"Tamazula","Municipio"
	10035,"Tepehuanes","Municipio"
	10036,"Tlahualilo","Municipio"
	10037,"Topia","Municipio"
	10038,"Vicente Guerrero","Municipio"
	10039,"Nuevo Ideal","Municipio"
	11,"Guanajuato","Entidad Federativa"
	11001,"Abasolo","Municipio"
	11002,"Acámbaro","Municipio"
	11003,"San Miguel de Allende","Municipio"
	11004,"Apaseo el Alto","Municipio"
	11005,"Apaseo el Grande","Municipio"
	11006,"Atarjea","Municipio"
	11007,"Celaya","Municipio"
	110070001,"Celaya","Ciudad"
	11008,"Manuel Doblado","Municipio"
	11009,"Comonfort","Municipio"
	11010,"Coroneo","Municipio"
	11011,"Cortazar","Municipio"
	11012,"Cuerámaro","Municipio"
	11013,"Doctor Mora","Municipio"
	11014,"Dolores Hidalgo Cuna de la Independencia Nacional","Municipio"
	11015,"Guanajuato","Municipio"
	11016,"Huanímaro","Municipio"
	11017,"Irapuato","Municipio"
	110170001,"Irapuato","Ciudad"
	11018,"Jaral del Progreso","Municipio"
	11019,"Jerécuaro","Municipio"
	11020,"León","Municipio"
	110200001,"León","Ciudad"
	11021,"Moroleón","Municipio"
	11022,"Ocampo","Municipio"
	11023,"Pénjamo","Municipio"
	11024,"Pueblo Nuevo","Municipio"
	11025,"Purísima del Rincón","Municipio"
	11026,"Romita","Municipio"
	11027,"Salamanca","Municipio"
	11028,"Salvatierra","Municipio"
	11029,"San Diego de la Unión","Municipio"
	11030,"San Felipe","Municipio"
	11031,"San Francisco del Rincón","Municipio"
	11032,"San José Iturbide","Municipio"
	11033,"San Luis de la Paz","Municipio"
	11034,"Santa Catarina","Municipio"
	11035,"Santa Cruz de Juventino Rosas","Municipio"
	11036,"Santiago Maravatío","Municipio"
	11037,"Silao de la Victoria","Municipio"
	11038,"Tarandacuao","Municipio"
	11039,"Tarimoro","Municipio"
	11040,"Tierra Blanca","Municipio"
	11041,"Uriangato","Municipio"
	11042,"Valle de Santiago","Municipio"
	11043,"Victoria","Municipio"
	11044,"Villagrán","Municipio"
	11045,"Xichú","Municipio"
	11046,"Yuriria","Municipio"
	12,"Guerrero","Entidad Federativa"
	12001,"Acapulco de Juárez","Municipio"
	120010001,"Acapulco","Ciudad"
	12002,"Ahuacuotzingo","Municipio"
	12003,"Ajuchitlán del Progreso","Municipio"
	12004,"Alcozauca de Guerrero","Municipio"
	12005,"Alpoyeca","Municipio"
	12006,"Apaxtla","Municipio"
	12007,"Arcelia","Municipio"
	12008,"Atenango del Río","Municipio"
	12009,"Atlamajalcingo del Monte","Municipio"
	12010,"Atlixtac","Municipio"
	12011,"Atoyac de Álvarez","Municipio"
	12012,"Ayutla de los Libres","Municipio"
	12013,"Azoyú","Municipio"
	12014,"Benito Juárez","Municipio"
	12015,"Buenavista de Cuéllar","Municipio"
	12016,"Coahuayutla de José María Izazaga","Municipio"
	12017,"Cocula","Municipio"
	12018,"Copala","Municipio"
	12019,"Copalillo","Municipio"
	12020,"Copanatoyac","Municipio"
	12021,"Coyuca de Benítez","Municipio"
	12022,"Coyuca de Catalán","Municipio"
	12023,"Cuajinicuilapa","Municipio"
	12024,"Cualác","Municipio"
	12025,"Cuautepec","Municipio"
	12026,"Cuetzala del Progreso","Municipio"
	12027,"Cutzamala de Pinzón","Municipio"
	12028,"Chilapa de Álvarez","Municipio"
	12029,"Chilpancingo de los Bravo","Municipio"
	120290001,"Chilpancingo de los Bravo","Ciudad"
	12030,"Florencio Villarreal","Municipio"
	12031,"General Canuto A. Neri","Municipio"
	12032,"General Heliodoro Castillo","Municipio"
	12033,"Huamuxtitlán","Municipio"
	12034,"Huitzuco de los Figueroa","Municipio"
	12035,"Iguala de la Independencia","Municipio"
	12036,"Igualapa","Municipio"
	12037,"Ixcateopan de Cuauhtémoc","Municipio"
	12038,"Zihuatanejo de Azueta","Municipio"
	12039,"Juan R. Escudero","Municipio"
	12040,"Leonardo Bravo","Municipio"
	12041,"Malinaltepec","Municipio"
	12042,"Mártir de Cuilapan","Municipio"
	12043,"Metlatónoc","Municipio"
	12044,"Mochitlán","Municipio"
	12045,"Olinalá","Municipio"
	12046,"Ometepec","Municipio"
	12047,"Pedro Ascencio Alquisiras","Municipio"
	12048,"Petatlán","Municipio"
	12049,"Pilcaya","Municipio"
	12050,"Pungarabato","Municipio"
	12051,"Quechultenango","Municipio"
	12052,"San Luis Acatlán","Municipio"
	12053,"San Marcos","Municipio"
	12054,"San Miguel Totolapan","Municipio"
	12055,"Taxco de Alarcón","Municipio"
	12056,"Tecoanapa","Municipio"
	12057,"Técpan de Galeana","Municipio"
	12058,"Teloloapan","Municipio"
	12059,"Tepecoacuilco de Trujano","Municipio"
	12060,"Tetipac","Municipio"
	12061,"Tixtla de Guerrero","Municipio"
	12062,"Tlacoachistlahuaca","Municipio"
	12063,"Tlacoapa","Municipio"
	12064,"Tlalchapa","Municipio"
	12065,"Tlalixtaquilla de Maldonado","Municipio"
	12066,"Tlapa de Comonfort","Municipio"
	12067,"Tlapehuala","Municipio"
	12068,"La Unión de Isidoro Montes de Oca","Municipio"
	12069,"Xalpatláhuac","Municipio"
	12070,"Xochihuehuetlán","Municipio"
	12071,"Xochistlahuaca","Municipio"
	12072,"Zapotitlán Tablas","Municipio"
	12073,"Zirándaro","Municipio"
	12074,"Zitlala","Municipio"
	12075,"Eduardo Neri","Municipio"
	12076,"Acatepec","Municipio"
	12077,"Marquelia","Municipio"
	12078,"Cochoapa el Grande","Municipio"
	12079,"José Joaquín de Herrera","Municipio"
	12080,"Juchitán","Municipio"
	12081,"Iliatenco","Municipio"
	13,"Hidalgo","Entidad Federativa"
	13001,"Acatlán","Municipio"
	13002,"Acaxochitlán","Municipio"
	13003,"Actopan","Municipio"
	13004,"Agua Blanca de Iturbide","Municipio"
	13005,"Ajacuba","Municipio"
	13006,"Alfajayucan","Municipio"
	13007,"Almoloya","Municipio"
	13008,"Apan","Municipio"
	13009,"El Arenal","Municipio"
	13010,"Atitalaquia","Municipio"
	13011,"Atlapexco","Municipio"
	13012,"Atotonilco el Grande","Municipio"
	13013,"Atotonilco de Tula","Municipio"
	13014,"Calnali","Municipio"
	13015,"Cardonal","Municipio"
	13016,"Cuautepec de Hinojosa","Municipio"
	13017,"Chapantongo","Municipio"
	13018,"Chapulhuacán","Municipio"
	13019,"Chilcuautla","Municipio"
	13020,"Eloxochitlán","Municipio"
	13021,"Emiliano Zapata","Municipio"
	13022,"Epazoyucan","Municipio"
	13023,"Francisco I. Madero","Municipio"
	13024,"Huasca de Ocampo","Municipio"
	13025,"Huautla","Municipio"
	13026,"Huazalingo","Municipio"
	13027,"Huehuetla","Municipio"
	13028,"Huejutla de Reyes","Municipio"
	13029,"Huichapan","Municipio"
	13030,"Ixmiquilpan","Municipio"
	13031,"Jacala de Ledezma","Municipio"
	13032,"Jaltocán","Municipio"
	13033,"Juárez Hidalgo","Municipio"
	13034,"Lolotla","Municipio"
	13035,"Metepec","Municipio"
	13036,"San Agustín Metzquititlán","Municipio"
	13037,"Metztitlán","Municipio"
	13038,"Mineral del Chico","Municipio"
	13039,"Mineral del Monte","Municipio"
	13040,"La Misión","Municipio"
	13041,"Mixquiahuala de Juárez","Municipio"
	13042,"Molango de Escamilla","Municipio"
	13043,"Nicolás Flores","Municipio"
	13044,"Nopala de Villagrán","Municipio"
	13045,"Omitlán de Juárez","Municipio"
	13046,"San Felipe Orizatlán","Municipio"
	13047,"Pacula","Municipio"
	13048,"Pachuca de Soto","Municipio"
	130480001,"Pachuca","Ciudad"
	13049,"Pisaflores","Municipio"
	13050,"Progreso de Obregón","Municipio"
	13051,"Mineral de la Reforma","Municipio"
	13052,"San Agustín Tlaxiaca","Municipio"
	13053,"San Bartolo Tutotepec","Municipio"
	13054,"San Salvador","Municipio"
	13055,"Santiago de Anaya","Municipio"
	13056,"Santiago Tulantepec de Lugo Guerrero","Municipio"
	13057,"Singuilucan","Municipio"
	13058,"Tasquillo","Municipio"
	13059,"Tecozautla","Municipio"
	13060,"Tenango de Doria","Municipio"
	13061,"Tepeapulco","Municipio"
	13062,"Tepehuacán de Guerrero","Municipio"
	13063,"Tepeji del Río de Ocampo","Municipio"
	13064,"Tepetitlán","Municipio"
	13065,"Tetepango","Municipio"
	13066,"Villa de Tezontepec","Municipio"
	13067,"Tezontepec de Aldama","Municipio"
	13068,"Tianguistengo","Municipio"
	13069,"Tizayuca","Municipio"
	13070,"Tlahuelilpan","Municipio"
	13071,"Tlahuiltepa","Municipio"
	13072,"Tlanalapa","Municipio"
	13073,"Tlanchinol","Municipio"
	13074,"Tlaxcoapan","Municipio"
	13075,"Tolcayuca","Municipio"
	13076,"Tula de Allende","Municipio"
	13077,"Tulancingo de Bravo","Municipio"
	13078,"Xochiatipan","Municipio"
	13079,"Xochicoatlán","Municipio"
	13080,"Yahualica","Municipio"
	13081,"Zacualtipán de Ángeles","Municipio"
	13082,"Zapotlán de Juárez","Municipio"
	13083,"Zempoala","Municipio"
	13084,"Zimapán","Municipio"
	14,"Jalisco","Entidad Federativa"
	14001,"Acatic","Municipio"
	14002,"Acatlán de Juárez","Municipio"
	14003,"Ahualulco de Mercado","Municipio"
	14004,"Amacueca","Municipio"
	14005,"Amatitán","Municipio"
	14006,"Ameca","Municipio"
	14007,"San Juanito de Escobedo","Municipio"
	14008,"Arandas","Municipio"
	14009,"El Arenal","Municipio"
	14010,"Atemajac de Brizuela","Municipio"
	14011,"Atengo","Municipio"
	14012,"Atenguillo","Municipio"
	14013,"Atotonilco el Alto","Municipio"
	14014,"Atoyac","Municipio"
	14015,"Autlán de Navarro","Municipio"
	14016,"Ayotlán","Municipio"
	14017,"Ayutla","Municipio"
	14018,"La Barca","Municipio"
	14019,"Bolaños","Municipio"
	14020,"Cabo Corrientes","Municipio"
	14021,"Casimiro Castillo","Municipio"
	14022,"Cihuatlán","Municipio"
	14023,"Zapotlán el Grande","Municipio"
	14024,"Cocula","Municipio"
	14025,"Colotlán","Municipio"
	14026,"Concepción de Buenos Aires","Municipio"
	14027,"Cuautitlán de García Barragán","Municipio"
	14028,"Cuautla","Municipio"
	14029,"Cuquío","Municipio"
	14030,"Chapala","Municipio"
	14031,"Chimaltitán","Municipio"
	14032,"Chiquilistlán","Municipio"
	14033,"Degollado","Municipio"
	14034,"Ejutla","Municipio"
	14035,"Encarnación de Díaz","Municipio"
	14036,"Etzatlán","Municipio"
	14037,"El Grullo","Municipio"
	14038,"Guachinango","Municipio"
	14039,"Guadalajara","Municipio"
	140390001,"Guadalajara","Ciudad"
	14040,"Hostotipaquillo","Municipio"
	14041,"Huejúcar","Municipio"
	14042,"Huejuquilla el Alto","Municipio"
	14043,"La Huerta","Municipio"
	14044,"Ixtlahuacán de los Membrillos","Municipio"
	14045,"Ixtlahuacán del Río","Municipio"
	14046,"Jalostotitlán","Municipio"
	14047,"Jamay","Municipio"
	14048,"Jesús María","Municipio"
	14049,"Jilotlán de los Dolores","Municipio"
	14050,"Jocotepec","Municipio"
	14051,"Juanacatlán","Municipio"
	14052,"Juchitlán","Municipio"
	14053,"Lagos de Moreno","Municipio"
	14054,"El Limón","Municipio"
	14055,"Magdalena","Municipio"
	14056,"Santa María del Oro","Municipio"
	14057,"La Manzanilla de la Paz","Municipio"
	14058,"Mascota","Municipio"
	14059,"Mazamitla","Municipio"
	14060,"Mexticacán","Municipio"
	14061,"Mezquitic","Municipio"
	14062,"Mixtlán","Municipio"
	14063,"Ocotlán","Municipio"
	14064,"Ojuelos de Jalisco","Municipio"
	14065,"Pihuamo","Municipio"
	14066,"Poncitlán","Municipio"
	14067,"Puerto Vallarta","Municipio"
	14068,"Villa Purificación","Municipio"
	14069,"Quitupan","Municipio"
	14070,"El Salto","Municipio"
	14071,"San Cristóbal de la Barranca","Municipio"
	14072,"San Diego de Alejandría","Municipio"
	14073,"San Juan de los Lagos","Municipio"
	14074,"San Julián","Municipio"
	14075,"San Marcos","Municipio"
	14076,"San Martín de Bolaños","Municipio"
	14077,"San Martín Hidalgo","Municipio"
	14078,"San Miguel el Alto","Municipio"
	14079,"Gómez Farías","Municipio"
	14080,"San Sebastián del Oeste","Municipio"
	14081,"Santa María de los Ángeles","Municipio"
	14082,"Sayula","Municipio"
	14083,"Tala","Municipio"
	14084,"Talpa de Allende","Municipio"
	14085,"Tamazula de Gordiano","Municipio"
	14086,"Tapalpa","Municipio"
	14087,"Tecalitlán","Municipio"
	14088,"Tecolotlán","Municipio"
	14089,"Techaluta de Montenegro","Municipio"
	14090,"Tenamaxtlán","Municipio"
	14091,"Teocaltiche","Municipio"
	14092,"Teocuitatlán de Corona","Municipio"
	14093,"Tepatitlán de Morelos","Municipio"
	14094,"Tequila","Municipio"
	14095,"Teuchitlán","Municipio"
	14096,"Tizapán el Alto","Municipio"
	14097,"Tlajomulco de Zúñiga","Municipio"
	14098,"San Pedro Tlaquepaque","Municipio"
	14099,"Tolimán","Municipio"
	14100,"Tomatlán","Municipio"
	14101,"Tonalá","Municipio"
	14102,"Tonaya","Municipio"
	14103,"Tonila","Municipio"
	14104,"Totatiche","Municipio"
	14105,"Tototlán","Municipio"
	14106,"Tuxcacuesco","Municipio"
	14107,"Tuxcueca","Municipio"
	14108,"Tuxpan","Municipio"
	14109,"Unión de San Antonio","Municipio"
	14110,"Unión de Tula","Municipio"
	14111,"Valle de Guadalupe","Municipio"
	14112,"Valle de Juárez","Municipio"
	14113,"San Gabriel","Municipio"
	14114,"Villa Corona","Municipio"
	14115,"Villa Guerrero","Municipio"
	14116,"Villa Hidalgo","Municipio"
	14117,"Cañadas de Obregón","Municipio"
	14118,"Yahualica de González Gallo","Municipio"
	14119,"Zacoalco de Torres","Municipio"
	14120,"Zapopan","Municipio"
	14121,"Zapotiltic","Municipio"
	14122,"Zapotitlán de Vadillo","Municipio"
	14123,"Zapotlán del Rey","Municipio"
	14124,"Zapotlanejo","Municipio"
	14125,"San Ignacio Cerro Gordo","Municipio"
	15,"México","Entidad Federativa"
	15001,"Acambay de Ruíz Castañeda","Municipio"
	15002,"Acolman","Municipio"
	15003,"Aculco","Municipio"
	15004,"Almoloya de Alquisiras","Municipio"
	15005,"Almoloya de Juárez","Municipio"
	15006,"Almoloya del Río","Municipio"
	15007,"Amanalco","Municipio"
	15008,"Amatepec","Municipio"
	15009,"Amecameca","Municipio"
	15010,"Apaxco","Municipio"
	15011,"Atenco","Municipio"
	15012,"Atizapán","Municipio"
	15013,"Atizapán de Zaragoza","Municipio"
	15014,"Atlacomulco","Municipio"
	15015,"Atlautla","Municipio"
	15016,"Axapusco","Municipio"
	15017,"Ayapango","Municipio"
	15018,"Calimaya","Municipio"
	15019,"Capulhuac","Municipio"
	15020,"Coacalco de Berriozábal","Municipio"
	15021,"Coatepec Harinas","Municipio"
